n_airlines,m_slots,max_demand,bidding_mode,uniform_eff,uniform_rev,uniform_price,uniform_fair,disc_eff,disc_rev,disc_price,disc_fair,welfare_eff,welfare_fair,uniform_alpha,uniform_eq_gap,disc_alpha,disc_eq_gap
20,25,5,truthful,2601.4958352941626,2049.0908393380614,81.96363357352246,0.8928,2601.4958352941626,2601.495835294162,81.96363357352246,0.8928,2601.4958352941626,0.8928,,,,
20,25,5,strategic,2601.4958352941626,1738.7709321884263,69.55083728753705,0.8928,2601.4958352941626,1810.0272237077388,57.02734792397081,0.8928,2601.4958352941626,0.8928,0.8485572717459998,15.924990075218744,0.6957640289679999,0.0
20,25,5,truthful,3349.606716406506,2705.2138252480313,108.20855300992125,0.8672,3349.606716406506,3349.606716406506,108.20855300992125,0.8672,3349.606716406506,0.8672,,,,
20,25,5,strategic,3349.606716406506,2301.272751926176,92.05091007704704,0.8672,3349.606716406506,1982.4075051852628,64.04138329476409,0.8672,3349.606716406506,0.8672,0.8506805378739999,8.69198845466299,0.591832914436,9.182967807586593
20,25,5,truthful,3772.1460532103447,2720.109134057907,108.80436536231628,0.8735999999999999,3772.1460532103447,3772.1460532103447,108.80436536231628,0.8735999999999999,3772.1460532103447,0.8735999999999999,,,,
20,25,5,strategic,3772.1460532103447,2364.4489609080847,94.57795843632339,0.8735999999999999,3772.1460532103447,2573.802594191947,74.23916091228884,0.8735999999999999,3772.1460532103447,0.8735999999999999,0.8692478295459999,4.632786813048867,0.6823178524599999,5.592150671133638
30,38,5,truthful,4383.977325163759,3410.9067790695326,89.76070471235613,0.9210526315789473,4383.977325163759,4383.977325163759,89.76070471235613,0.9210526315789473,4383.977325163759,0.9210526315789473,,,,
30,38,5,strategic,4383.977325163759,2859.1537600009733,75.24088842107824,0.9210526315789473,4383.977325163759,2726.460159247623,55.8235061708691,0.9210526315789473,4383.977325163759,0.9210526315789473,0.8382386107839999,16.245639816428238,0.6219147493299999,21.76053957056785
30,38,5,truthful,4307.12217694469,3497.5436482817872,92.04062232320494,0.9335180055401662,4307.12217694469,4307.122176944691,92.04062232320494,0.9335180055401662,4307.12217694469,0.9335180055401662,,,,
30,38,5,strategic,4307.12217694469,2912.049062344203,76.63287006168956,0.9335180055401662,4307.12217694469,3011.617182034025,64.35645617796182,0.9335180055401662,4307.12217694469,0.9335180055401662,0.8325983476359999,22.286456786205505,0.6992179599999999,12.299582750194276
30,38,5,truthful,4878.726104408966,3635.498130063014,95.67100342271088,0.9210526315789473,4878.726104408966,4878.726104408966,95.67100342271088,0.9210526315789473,4878.726104408966,0.9210526315789473,,,,
30,38,5,strategic,4878.726104408966,3192.667819799439,84.0175742052484,0.9210526315789473,4878.726104408966,4087.81630071881,80.16139437384152,0.9210526315789473,4878.726104408966,0.9210526315789473,0.8781926727999998,0.9476241286521159,0.8378859999999998,9.75690175743679
30,38,5,truthful,5834.059551761744,3678.323057962727,96.79797520954546,0.9058171745152355,5834.059551761744,5834.059551761744,96.79797520954546,0.9058171745152355,5834.059551761744,0.9058171745152355,,,,
