n_airlines,m_slots,max_demand,bidding_mode,uniform_eff,uniform_rev,uniform_price,uniform_fair,disc_eff,disc_rev,disc_price,disc_fair,welfare_eff,welfare_fair,uniform_alpha,disc_alpha,uniform_eq_gap,disc_eq_gap,uniform_alpha0,disc_alpha0,uniform_alpha1,disc_alpha1,uniform_alpha2,disc_alpha2,uniform_alpha3,disc_alpha3,uniform_alpha4,disc_alpha4
40,50,5,strategic,7147.373333648192,4448.885643371643,88.97771286743286,0.9408,7165.560234453562,4745.69823512302,64.2817387420195,0.9256,7208.030402096476,0.9336,0.852352,0.721792,0.815328058983738,3.065056322572204,0.9932799999999999,0.42016,0.9812799999999999,0.48856,0.9426399999999999,0.78016,0.85336,0.9541599999999999,0.4912,0.96592
40,50,5,truthful,6592.219933224592,4892.516372786386,97.85032745572771,0.9296,6592.219933224592,6592.219933224593,97.85032745572771,0.9296,6592.219933224592,0.9296,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,50,5,strategic,6556.353268135511,4402.236330433753,88.04472660867508,0.9416,6568.225596088089,4657.990320602728,68.43727169628247,0.9279999999999999,6592.219933224592,0.9296,0.8760639999999998,0.743104,0.9267272741058221,2.899472739118849,0.94,0.57016,0.97168,0.7827999999999999,0.9172,0.59824,0.74848,0.98176,0.8029599999999999,0.7825599999999999
40,50,5,truthful,5599.738578935271,4173.297340724664,83.46594681449328,0.9376,5599.738578935271,5599.738578935269,83.46594681449328,0.9376,5599.738578935271,0.9376,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,50,5,strategic,5596.277535803191,4028.8309882703525,80.57661976540706,0.94,5559.065437432008,3704.4887033726145,56.02895751517746,0.9376,5599.738578935271,0.9376,0.9481120000000001,0.682672,0.10261705447539526,3.4015913778607114,0.9904,0.56296,0.9472,0.78592,0.9556,0.51976,0.93496,0.7854399999999999,0.9124,0.75928
40,50,5,truthful,6935.712041121301,5414.014158861368,108.28028317722736,0.9392,6935.712041121301,6935.712041121301,108.28028317722736,0.9392,6935.712041121301,0.9392,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,50,5,strategic,6859.925034952383,4814.6482107045185,96.29296421409038,0.948,6720.740234796974,4174.967068529445,69.51651425499402,0.9128000000000001,6935.712041121301,0.9392,0.881536,0.6676960000000001,1.2813932464943747,3.547677296127951,0.87808,0.49048,0.99808,0.5567200000000001,0.9392799999999999,0.6068800000000001,0.76648,0.8620000000000001,0.82576,0.8224
40,50,5,truthful,5105.038229879492,4124.060562993686,82.48121125987372,0.944,5105.038229879492,5105.038229879492,82.48121125987372,0.944,5105.038229879492,0.944,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,50,5,strategic,5095.876720818526,3888.900206639296,77.77800413278591,0.9456,5081.487553945692,3525.3226347783498,55.65870129470604,0.9456,5105.038229879492,0.944,0.932272,0.695968,0.4340634985810681,4.1547001678059345,0.96136,0.688,1.0,0.6037600000000001,0.8967999999999999,0.5848,0.97264,0.9388,0.83056,0.66448
40,50,5,truthful,6623.619977495279,5020.182580266661,100.40365160533321,0.9304,6623.619977495279,6623.619977495278,100.40365160533321,0.9304,6623.619977495279,0.9304,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
